house,weight_1,weight_2,weight_3,weight_4,weight_5,weight_6,weight_7,weight_8,weight_9,weight_10
Gryffindor,0.8196459715343806,-1.32211793312974,-0.9228822278849126,0.45058299931756235,-0.41436867550626466,1.1769665576204236,-1.7851453765048275,-1.9583340622664334,-1.1012015423308013,1.6779997433809137
Slytherin,-1.165948986567981,-1.3041024474061977,1.678068225769072,-2.0341318432825215,-0.5273111081569097,-0.8848904138799741,0.7418935190806816,0.870636944541993,-0.8481890450646731,-0.8224744164955783
Ravenclaw,-2.888957163318092,0.46402401585605463,0.24967684538054627,-0.2223505251349994,1.6506860334006055,0.8325541379032437,-0.9110698760016371,-1.0205268510541081,1.7319191702239614,-1.2917802623198915
Hufflepuff,1.4353293555274529,1.5182711513322107,-2.460727514062981,0.49465438890226726,-1.2676868504201917,-2.270555495631433,0.5667943310440949,0.5754395498731261,-0.27657511169269416,-1.2171138555412182
